iteration,utility,type,mean,std
0,health,subjective,0.035871428571428575,0.006645414254374584
1,health,subjective,0.03538928571428571,0.009198643283947155
2,health,subjective,0.03551785714285712,0.008423329938029139
3,health,subjective,0.03616071428571428,0.00712056790185291
4,health,subjective,0.037446428571428554,0.007047646697983082
5,health,subjective,0.034682142857142856,0.007459567032081852
6,health,subjective,0.03490714285714286,0.00799084616601894
7,health,subjective,0.034328571428571424,0.009033000721843008
8,health,subjective,0.03580714285714286,0.008220280421255811
9,health,subjective,0.03645,0.007219202709101751
10,health,subjective,0.03619285714285713,0.008024392023508001
11,health,subjective,0.03599999999999999,0.007714285714285715
12,health,subjective,0.035196428571428566,0.007474510256292956
13,health,subjective,0.03651428571428569,0.007294658375573633
14,health,subjective,0.036192857142857145,0.008560144357928286
15,health,subjective,0.03612857142857142,0.008432462782095664
16,health,subjective,0.036385714285714285,0.007618331811613142
17,health,subjective,0.03648214285714285,0.008435586517721172
18,health,subjective,0.035196428571428566,0.008059785375934181
19,health,subjective,0.034907142857142845,0.008443482572918812
20,health,subjective,0.03635357142857143,0.007790184660251409
21,health,subjective,0.036642857142857144,0.008528463746628172
22,health,subjective,0.0342,0.008061643879558086
23,health,subjective,0.03522857142857144,0.007055631706339993
24,health,subjective,0.03603214285714285,0.007955535712281586
25,health,subjective,0.035678571428571434,0.007078729996782396
26,health,subjective,0.036900000000000016,0.0077740541783130725
27,health,subjective,0.03583928571428572,0.008688981851301389
28,health,subjective,0.03599999999999999,0.007886471236961977
29,health,subjective,0.035389285714285706,0.00791908940730033
30,health,subjective,0.03548571428571427,0.007726597318512786
31,health,subjective,0.03596785714285714,0.007869356578474741
32,health,subjective,0.03535714285714286,0.0070274607136313946
33,health,subjective,0.03580714285714285,0.007013038149164217
34,health,subjective,0.03593571428571428,0.007652160559246641
35,health,subjective,0.03445714285714286,0.008068817529634108
36,health,subjective,0.03583928571428571,0.007306757949644554
37,health,subjective,0.036000000000000004,0.008257649514856157
38,health,subjective,0.03532499999999998,0.00917615240496711
39,health,subjective,0.036257142857142856,0.008145281593959657
40,health,subjective,0.035517857142857136,0.007163964349721573
41,health,subjective,0.03538928571428573,0.007667200051691169
42,health,subjective,0.03571071428571429,0.008671366056493884
43,health,subjective,0.03551785714285716,0.00803410698211071
44,health,subjective,0.03558214285714284,0.007863577722120941
45,health,subjective,0.03567857142857142,0.007392857142857142
46,health,subjective,0.03718928571428572,0.00786357772212094
47,health,subjective,0.033299999999999996,0.008201406051677346
48,health,subjective,0.03577500000000001,0.008165234759238062
49,health,subjective,0.03561428571428571,0.006722085135687329
50,health,subjective,0.034232142857142864,0.00789138237676559
51,health,subjective,0.03657857142857142,0.008304808663586148
52,health,subjective,0.03628928571428571,0.008097129593446138
53,health,subjective,0.03622500000000001,0.008526706992905123
54,health,subjective,0.035678571428571414,0.006563757168212829
55,health,subjective,0.03558214285714287,0.006897695378212364
56,health,subjective,0.036514285714285735,0.00797142857142857
57,health,subjective,0.03616071428571427,0.008161691095025115
58,health,subjective,0.03693214285714287,0.008061323478467402
59,health,subjective,0.03490714285714286,0.008106375042306555
60,health,subjective,0.03590357142857141,0.007794957651964399
61,health,subjective,0.035935714285714286,0.007335053524281992
62,health,subjective,0.0351,0.006993269358928669
63,health,subjective,0.036385714285714285,0.00850274265475918
64,health,subjective,0.035517857142857136,0.00843558651772117
65,health,subjective,0.03645000000000001,0.007346875637483804
66,health,subjective,0.035935714285714286,0.007891447837982069
67,health,subjective,0.03574285714285713,0.007784678830227738
68,health,subjective,0.03661071428571428,0.007384397333539946
69,health,subjective,0.03641785714285714,0.007231142787997496
70,health,subjective,0.03619285714285713,0.008450821116969667
71,health,subjective,0.036675,0.008069009593272683
72,health,subjective,0.03571071428571428,0.007845688891593487
73,health,subjective,0.03532499999999998,0.008534458216009748
74,health,subjective,0.036514285714285714,0.007945464628532765
75,health,subjective,0.03493928571428572,0.008165234759238056
76,health,subjective,0.03808928571428572,0.00750210429663245
77,health,subjective,0.03551785714285714,0.0074329271227589
78,health,subjective,0.03580714285714286,0.008307793857307138
79,health,subjective,0.03699642857142857,0.00781402046428895
80,health,subjective,0.03564642857142858,0.008517493253682723
81,health,subjective,0.03689999999999999,0.007680461561385382
82,health,subjective,0.03715714285714287,0.007249194184633946
83,health,subjective,0.037060714285714294,0.007760420085147402
84,health,subjective,0.036000000000000004,0.007820694681811997
85,health,subjective,0.03712499999999999,0.0077460284425409295
86,health,subjective,0.03661071428571428,0.0075777424819301565
87,health,subjective,0.03638571428571427,0.008293604617476072
88,health,subjective,0.03651428571428572,0.00823911155305434
89,health,subjective,0.03599999999999998,0.008576784041224068
90,health,subjective,0.03603214285714286,0.007798138023442071
91,health,subjective,0.035453571428571404,0.007787001040457205
92,health,subjective,0.03731785714285714,0.00784568889159349
93,health,subjective,0.03696428571428571,0.008022846840652723
94,health,subjective,0.03786428571428571,0.007708658662007735
95,health,subjective,0.03645000000000001,0.00812165472734492
96,health,subjective,0.03619285714285715,0.007775914540346721
97,health,subjective,0.036578571428571426,0.007480106269025755
98,health,subjective,0.0367392857142857,0.007333292652175351
99,health,subjective,0.037767857142857124,0.0068242094182164054
100,health,subjective,0.03760714285714286,0.007827297211212373
101,health,subjective,0.03545357142857143,0.007434039024950692
102,health,subjective,0.03680357142857142,0.007825647101104189
103,health,subjective,0.03564642857142857,0.007728936979736266
104,health,subjective,0.03741428571428571,0.008363568957944075
105,health,subjective,0.036674999999999985,0.007965918314409
106,health,subjective,0.03538928571428571,0.009028596151638845
107,health,subjective,0.03699642857142857,0.006990535693758689
108,health,subjective,0.035839285714285705,0.009140956136074206
109,health,subjective,0.035903571428571424,0.008649415309954866
110,health,subjective,0.03796071428571429,0.007492733724981112
111,health,subjective,0.03616071428571427,0.008688981851301387
112,health,subjective,0.03609642857142857,0.008998335305227635
113,health,subjective,0.03673928571428572,0.00745901300441285
114,health,subjective,0.036707142857142855,0.0073040001620582485
115,health,subjective,0.03606428571428571,0.008113509142919906
116,health,subjective,0.03686785714285714,0.007747095406983057
117,health,subjective,0.03654642857142856,0.007324834573600432
118,health,subjective,0.03735000000000001,0.00861020692348948
119,health,subjective,0.03754285714285714,0.006011315859888494
120,health,subjective,0.037125000000000005,0.00778593954457885
121,health,subjective,0.03850714285714286,0.007343499832907897
122,health,subjective,0.03747857142857143,0.007374947249897829
123,health,subjective,0.03744642857142857,0.008136334323544592
124,health,subjective,0.03690000000000004,0.007827033216972559
125,health,subjective,0.03677142857142857,0.00730598021751876
126,health,subjective,0.037928571428571436,0.007860226667552667
127,health,subjective,0.03831428571428571,0.007478724926791479
128,health,subjective,0.035421428571428576,0.00825739927926117
129,health,subjective,0.03760714285714284,0.008061387559704288
130,health,subjective,0.0369642857142857,0.009062917829917505
131,health,subjective,0.03735000000000001,0.008000666426323882
132,health,subjective,0.037414285714285705,0.008061643879558083
133,health,subjective,0.03706071428571429,0.007839892589591172
134,health,subjective,0.037125000000000005,0.007625041819892009
