iteration,utility,type,mean,std
0,health,subjective,0.10955357142857144,0.02254725055639958
1,health,subjective,0.10741071428571428,0.022638991051200284
2,health,subjective,0.10508928571428575,0.023819547741127177
3,health,subjective,0.1063392857142857,0.02415982999120817
4,health,subjective,0.10607142857142858,0.021513225642637152
5,health,subjective,0.10553571428571429,0.021811313999100253
6,health,subjective,0.10732142857142865,0.021686689466121838
7,health,subjective,0.10937499999999996,0.022137636193245422
8,health,subjective,0.10294642857142859,0.022462234462332916
9,health,subjective,0.1097321428571428,0.02277380874592386
10,health,subjective,0.10651785714285714,0.020134077050450293
11,health,subjective,0.10749999999999997,0.020821765495926303
12,health,subjective,0.10580357142857148,0.02238829271092827
13,health,subjective,0.11071428571428575,0.02477578022412787
14,health,subjective,0.10857142857142854,0.026327024991403006
15,health,subjective,0.10758928571428573,0.02238829271092828
16,health,subjective,0.10821428571428575,0.025357142857142873
17,health,subjective,0.1077678571428572,0.022241105479700953
18,health,subjective,0.1054464285714286,0.022822762927679492
19,health,subjective,0.1122321428571429,0.020370257367153744
20,health,subjective,0.1066964285714286,0.020608373013542482
21,health,subjective,0.1064285714285715,0.020927169626383513
22,health,subjective,0.10848214285714285,0.022776608962185887
23,health,subjective,0.10910714285714285,0.02337103671519211
24,health,subjective,0.10419642857142851,0.021762831952478908
25,health,subjective,0.10714285714285712,0.02405748854519193
26,health,subjective,0.1054464285714286,0.02019101228370723
27,health,subjective,0.10616071428571433,0.022264033352527322
28,health,subjective,0.10482142857142854,0.023372401088742695
29,health,subjective,0.1040178571428572,0.022101596061583142
30,health,subjective,0.1066071428571429,0.02405152313900561
31,health,subjective,0.10696428571428569,0.02509484559646073
32,health,subjective,0.10473214285714283,0.021974264574074556
33,health,subjective,0.1030357142857143,0.02110696156557387
34,health,subjective,0.10857142857142855,0.0225070850522901
35,health,subjective,0.11125000000000002,0.01929150045475775
36,health,subjective,0.10767857142857143,0.024576126004473432
37,health,subjective,0.10669642857142855,0.02481998325699579
38,health,subjective,0.10732142857142854,0.021240994490342863
39,health,subjective,0.10714285714285712,0.023111034117044273
40,health,subjective,0.10785714285714286,0.02401370782002034
41,health,subjective,0.1054464285714286,0.02243524553792401
42,health,subjective,0.10991071428571432,0.020465524457646583
43,health,subjective,0.10687499999999997,0.02482255264669529
44,health,subjective,0.1066964285714286,0.020099203900875766
45,health,subjective,0.10339285714285715,0.026909831486136158
46,health,subjective,0.10482142857142858,0.02163663866345835
47,health,subjective,0.1076785714285714,0.019225269032909654
48,health,subjective,0.10571428571428575,0.021306198197535212
49,health,subjective,0.10848214285714286,0.02380347765494336
50,health,subjective,0.10526785714285714,0.022349803393647425
51,health,subjective,0.10580357142857146,0.023329897554382
52,health,subjective,0.10776785714285712,0.020757920482435178
53,health,subjective,0.10625000000000001,0.021484302527707073
54,health,subjective,0.10642857142857144,0.022076513515036554
55,health,subjective,0.10892857142857139,0.01923273145405179
56,health,subjective,0.10928571428571435,0.020482072798485247
57,health,subjective,0.11071428571428572,0.02131667211841665
58,health,subjective,0.10580357142857143,0.02053086122779807
59,health,subjective,0.11160714285714286,0.020805678924519726
60,health,subjective,0.11062500000000008,0.02358545983898398
61,health,subjective,0.10964285714285717,0.020596958364708876
62,health,subjective,0.10562500000000004,0.021504886428579964
63,health,subjective,0.10785714285714286,0.020542700674945538
64,health,subjective,0.10937499999999996,0.022245406255894627
65,health,subjective,0.11062500000000001,0.02412020148958045
66,health,subjective,0.10758928571428573,0.0214053073120301
67,health,subjective,0.10964285714285717,0.020635626514178163
68,health,subjective,0.1103571428571429,0.023707669042497027
69,health,subjective,0.1098214285714286,0.023740599643407738
70,health,subjective,0.10714285714285715,0.022868300847974463
71,health,subjective,0.10919642857142856,0.021348623181242712
72,health,subjective,0.10874999999999996,0.022173797507832695
73,health,subjective,0.11,0.0236524581282835
74,health,subjective,0.10919642857142853,0.02355028136882913
75,health,subjective,0.10785714285714282,0.0232719065109213
76,health,subjective,0.10500000000000004,0.02216444799903758
77,health,subjective,0.10839285714285712,0.02477642374252967
78,health,subjective,0.10875000000000005,0.022916357449985596
79,health,subjective,0.10919642857142856,0.023209305784533927
80,health,subjective,0.10633928571428569,0.02071332356139844
81,health,subjective,0.11142857142857146,0.021741758936034895
82,health,subjective,0.11312499999999998,0.023284748829678712
83,health,subjective,0.10535714285714287,0.026874851684450727
84,health,subjective,0.1100892857142857,0.02258963861949063
85,health,subjective,0.10991071428571436,0.022822762927679482
86,health,subjective,0.1085714285714286,0.02398181709171364
87,health,subjective,0.10669642857142864,0.021255814030566804
88,health,subjective,0.10839285714285714,0.02179815218718115
89,health,subjective,0.11,0.021902497294945655
90,health,subjective,0.10589285714285714,0.021279990841259346
91,health,subjective,0.11035714285714286,0.02217883022623335
92,health,subjective,0.1075,0.022690519912015032
93,health,subjective,0.10821428571428571,0.02270316439330403
94,health,subjective,0.10803571428571432,0.023334168473878526
95,health,subjective,0.10910714285714289,0.02333690145215844
96,health,subjective,0.11026785714285714,0.022916183513768933
97,health,subjective,0.10571428571428573,0.024081335392492544
98,health,subjective,0.10857142857142858,0.021566520255209637
99,health,subjective,0.11330357142857139,0.02268261353179243
100,health,subjective,0.10705357142857147,0.023773987617665193
101,health,subjective,0.11053571428571435,0.02134582237003441
102,health,subjective,0.10937500000000001,0.023736401853675787
103,health,subjective,0.10946428571428564,0.02508340678453322
104,health,subjective,0.10741071428571423,0.021221281614627958
105,health,subjective,0.10937500000000001,0.022352656727000077
106,health,subjective,0.10633928571428573,0.02412681076000265
107,health,subjective,0.10937500000000004,0.02426781772308371
108,health,subjective,0.11214285714285716,0.021809120915388603
109,health,subjective,0.1096428571428571,0.0224133820267614
110,health,subjective,0.10598214285714286,0.0239463886225298
111,health,subjective,0.10928571428571429,0.022200386097028655
112,health,subjective,0.1090178571428571,0.02033265287558865
113,health,subjective,0.1088392857142857,0.021305262775633056
114,health,subjective,0.11098214285714292,0.023765938529409558
115,health,subjective,0.10464285714285712,0.02098043306103502
116,health,subjective,0.10642857142857146,0.023408528011677057
117,health,subjective,0.10767857142857146,0.02193668416704991
